Input1,IMG1,Input2,IMG2,Gap,Situation,Note
DI-236K,<img src='DI-236K.png'></img>,jK,<img src='jK.png'></img>,21f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,jS,<img src='jS.png'></img>,21f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,jH,<img src='jH.png'></img>,27f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,jD,<img src='jD.png'></img>,27f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,6P,<img src='6P.png'></img>,19f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,6K,<img src='6K.png'></img>,35f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,6H,<img src='6H.png'></img>,25f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,2D,<img src='2D.png'></img>,20f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,5D,<img src='5D.png'></img>,30f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,5[D],<img src='5[D].png'></img>,38f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,236S,<img src='236S.png'></img>,23f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-236S,<img src='DI-236S.png'></img>,23f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,236H,<img src='236H.png'></img>,49f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,SS-236H,<img src='SS-236H.png'></img>,49f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-236H,<img src='DI-236H.png'></img>,49f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,j236S,<img src='j236S.png'></img>,35f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,j236H,<img src='j236H.png'></img>,35f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,623S,<img src='623S.png'></img>,21f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-623S,<img src='DI-623S.png'></img>,21f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,623H,<img src='623H.png'></img>,23f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-623H,<img src='DI-623H.png'></img>,23f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,j623S,<img src='j623S.png'></img>,25f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,j623H,<img src='j623H.png'></img>,27f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,236K,<img src='236K.png'></img>,15f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,SS-236K,<img src='SS-236K.png'></img>,15f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-236K,<img src='DI-236K.png'></img>,15f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,214K,<img src='214K.png'></img>,34f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> 
DI-236K,<img src='DI-236K.png'></img>,SS-214K,<img src='SS-214K.png'></img>,34f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-214K,<img src='DI-214K.png'></img>,34f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> 
DI-236K,<img src='DI-236K.png'></img>,214S,<img src='214S.png'></img>,24f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,SS-214S,<img src='SS-214S.png'></img>,24f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-214S,<img src='DI-214S.png'></img>,24f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,632146H,<img src='632146H.png'></img>,19f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-632146H,<img src='DI-632146H.png'></img>,19f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,j632146H,<img src='j632146H.png'></img>,23f,Ground Non-Jump Cancel,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,236236P,<img src='236236P.png'></img>,17f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,SS-236236P,<img src='SS-236236P.png'></img>,17f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,DI-236236P,<img src='DI-236236P.png'></img>,17f,Ground Non-Gatling,nan <br> 
DI-236K,<img src='DI-236K.png'></img>,214214H,<img src='214214H.png'></img>,22f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,5P,<img src='5P.png'></img>,7f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,5K,<img src='5K.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,cS,<img src='cS.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,fS,<img src='fS.png'></img>,14f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,5H,<img src='5H.png'></img>,16f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,2P,<img src='2P.png'></img>,7f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,2K,<img src='2K.png'></img>,8f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,2S,<img src='2S.png'></img>,12f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,2H,<img src='2H.png'></img>,13f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,jP,<img src='jP.png'></img>,12f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,jK,<img src='jK.png'></img>,13f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,jS,<img src='jS.png'></img>,13f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,jH,<img src='jH.png'></img>,19f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,jD,<img src='jD.png'></img>,19f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,6P,<img src='6P.png'></img>,11f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,6K,<img src='6K.png'></img>,27f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,6H,<img src='6H.png'></img>,17f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,2D,<img src='2D.png'></img>,12f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,5D,<img src='5D.png'></img>,22f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,5[D],<img src='5[D].png'></img>,30f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,236S,<img src='236S.png'></img>,15f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-236S,<img src='DI-236S.png'></img>,15f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,236H,<img src='236H.png'></img>,41f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,SS-236H,<img src='SS-236H.png'></img>,41f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-236H,<img src='DI-236H.png'></img>,41f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,j236S,<img src='j236S.png'></img>,27f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,j236H,<img src='j236H.png'></img>,27f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,623S,<img src='623S.png'></img>,13f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-623S,<img src='DI-623S.png'></img>,13f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,623H,<img src='623H.png'></img>,15f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-623H,<img src='DI-623H.png'></img>,15f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,j623S,<img src='j623S.png'></img>,17f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,j623H,<img src='j623H.png'></img>,19f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,236K,<img src='236K.png'></img>,7f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,SS-236K,<img src='SS-236K.png'></img>,7f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-236K,<img src='DI-236K.png'></img>,7f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,214K,<img src='214K.png'></img>,26f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,SS-214K,<img src='SS-214K.png'></img>,26f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-214K,<img src='DI-214K.png'></img>,26f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,214S,<img src='214S.png'></img>,16f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,SS-214S,<img src='SS-214S.png'></img>,16f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-214S,<img src='DI-214S.png'></img>,16f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,632146H,<img src='632146H.png'></img>,11f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-632146H,<img src='DI-632146H.png'></img>,11f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,j632146H,<img src='j632146H.png'></img>,15f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,236236P,<img src='236236P.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,SS-236236P,<img src='SS-236236P.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,DI-236236P,<img src='DI-236236P.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
214K,<img src='214K.png'></img>,214214H,<img src='214214H.png'></img>,14f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,5P,<img src='5P.png'></img>,0f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,5K,<img src='5K.png'></img>,2f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,cS,<img src='cS.png'></img>,2f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,fS,<img src='fS.png'></img>,7f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,5H,<img src='5H.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,2P,<img src='2P.png'></img>,0f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,2K,<img src='2K.png'></img>,1f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,2S,<img src='2S.png'></img>,5f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,2H,<img src='2H.png'></img>,6f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,jP,<img src='jP.png'></img>,5f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,jK,<img src='jK.png'></img>,6f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,jS,<img src='jS.png'></img>,6f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,jH,<img src='jH.png'></img>,12f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,jD,<img src='jD.png'></img>,12f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,6P,<img src='6P.png'></img>,4f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,6K,<img src='6K.png'></img>,20f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,6H,<img src='6H.png'></img>,10f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,2D,<img src='2D.png'></img>,5f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,5D,<img src='5D.png'></img>,15f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,5[D],<img src='5[D].png'></img>,23f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,236S,<img src='236S.png'></img>,8f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-236S,<img src='DI-236S.png'></img>,8f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,236H,<img src='236H.png'></img>,34f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,SS-236H,<img src='SS-236H.png'></img>,34f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-236H,<img src='DI-236H.png'></img>,34f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,j236S,<img src='j236S.png'></img>,20f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,j236H,<img src='j236H.png'></img>,20f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,623S,<img src='623S.png'></img>,6f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-623S,<img src='DI-623S.png'></img>,6f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,623H,<img src='623H.png'></img>,8f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-623H,<img src='DI-623H.png'></img>,8f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,j623S,<img src='j623S.png'></img>,10f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,j623H,<img src='j623H.png'></img>,12f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,236K,<img src='236K.png'></img>,0f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,SS-236K,<img src='SS-236K.png'></img>,0f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-236K,<img src='DI-236K.png'></img>,0f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,214K,<img src='214K.png'></img>,19f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,SS-214K,<img src='SS-214K.png'></img>,19f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-214K,<img src='DI-214K.png'></img>,19f,Ground Non-Gatling,The gap is +2f bigger when crouching <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,214S,<img src='214S.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,SS-214S,<img src='SS-214S.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-214S,<img src='DI-214S.png'></img>,9f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,632146H,<img src='632146H.png'></img>,4f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-632146H,<img src='DI-632146H.png'></img>,4f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,j632146H,<img src='j632146H.png'></img>,8f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,236236P,<img src='236236P.png'></img>,2f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,SS-236236P,<img src='SS-236236P.png'></img>,2f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,DI-236236P,<img src='DI-236236P.png'></img>,2f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
SS-214K,<img src='SS-214K.png'></img>,214214H,<img src='214214H.png'></img>,7f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,5P,<img src='5P.png'></img>,-2f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,5K,<img src='5K.png'></img>,0f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,cS,<img src='cS.png'></img>,0f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,fS,<img src='fS.png'></img>,5f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,5H,<img src='5H.png'></img>,7f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,2P,<img src='2P.png'></img>,-2f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,2K,<img src='2K.png'></img>,-1f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,2S,<img src='2S.png'></img>,3f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,2H,<img src='2H.png'></img>,4f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,jP,<img src='jP.png'></img>,3f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,jK,<img src='jK.png'></img>,4f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,jS,<img src='jS.png'></img>,4f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,jH,<img src='jH.png'></img>,10f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,jD,<img src='jD.png'></img>,10f,Ground Non-Jump Cancel,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,6P,<img src='6P.png'></img>,2f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,6K,<img src='6K.png'></img>,18f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,6H,<img src='6H.png'></img>,8f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,2D,<img src='2D.png'></img>,3f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,5D,<img src='5D.png'></img>,13f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,5[D],<img src='5[D].png'></img>,21f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,236S,<img src='236S.png'></img>,6f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,DI-236S,<img src='DI-236S.png'></img>,6f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
DI-214K,<img src='DI-214K.png'></img>,236H,<img src='236H.png'></img>,32f,Ground Non-Gatling,nan <br> The gap is -2f smaller when standing
